Genome,GenomeName,Proteins,Reference,Size_Kb,realm_reference,realm_prediction,kingdom_reference,kingdom_prediction,phylum_reference,phylum_prediction,class_reference,class_prediction,order_reference,order_prediction,family_reference,family_prediction,subfamily_reference,subfamily_prediction,genus_reference,genus_prediction
NC_047742.1,Enterobacteria phage IME_EC2,60,True,41.51,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_8_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_8_of_novel_order_21_of_Caudoviricetes,Murrayvirus,Murrayvirus
NC_048113.1,Salmonella phage Lumpael,58,True,41.126,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_8_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_8_of_novel_order_21_of_Caudoviricetes,Murrayvirus,Murrayvirus
NC_048112.1,Escherichia phage Skarpretter,63,True,42.042,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_8_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_8_of_novel_order_21_of_Caudoviricetes,Skarprettervirus,Skarprettervirus
NC_047862.1,Klebsiella phage vB_KpnS_IME279,59,True,42.518,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_8_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_8_of_novel_order_21_of_Caudoviricetes,Sortsnevirus,Sortsnevirus
NC_048178.1,Escherichia phage Sortsne,62,True,41.912,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_8_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_8_of_novel_order_21_of_Caudoviricetes,Sortsnevirus,Sortsnevirus
NC_028853.1,Mannheimia phage vB_MhS_535AP2,79,True,50.078,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes
NC_028956.1,Mannheimia phage vB_MhS_1152AP2,79,True,52.139,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes
NC_028743.1,Mannheimia phage vB_MhS_587AP2,77,True,48.594,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_21_of_Caudoviricetes,,novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes,,novel_genus_1_of_novel_subfamily_0_of_novel_family_9_of_novel_order_21_of_Caudoviricetes
NC_020844.1,Salicola phage CGphi29,64,True,40.695,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_22_of_Caudoviricetes,,novel_family_0_of_novel_order_22_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_22_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_22_of_Caudoviricetes
NC_023566.1,Rhizobium phage vB_RglS_P106B,95,True,56.024,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_22_of_Caudoviricetes,,novel_family_1_of_novel_order_22_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_22_of_Caudoviricetes,Rigallicvirus,Rigallicvirus
NC_019446.1,Brucella phage Tb,58,True,41.148,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_0_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_23_of_Caudoviricetes,Perisivirus,Perisivirus
NC_019447.1,Brucella phage Pr,57,True,38.253,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_0_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_23_of_Caudoviricetes,Perisivirus,Perisivirus
NC_006953.1,Listonella phage phiHSIC,47,True,37.966,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_1_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_23_of_Caudoviricetes
NC_021561.1,Vibrio phage pYD38-B,57,True,37.324,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_1_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_23_of_Caudoviricetes,,novel_genus_1_of_novel_subfamily_0_of_novel_family_1_of_novel_order_23_of_Caudoviricetes
KF302032.1,Pseudoalteromonas phage HS5,,True,37.73,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes
KF302033.1,Pseudoalteromonas phage HS1,,True,37.211,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes
NC_015293.1,Pseudoalteromonas phage H105/1,52,True,30.651,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_23_of_Caudoviricetes
NC_031917.1,Pseudoalteromonas phage BS5,65,True,39.949,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_2_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_4_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_1_of_novel_family_4_of_novel_order_23_of_Caudoviricetes
NC_020846.1,Vibrio phage pYD21-A,74,True,46.917,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_3_of_novel_order_23_of_Caudoviricetes
KU747973.1,Pseudoalteromonas phage vB_PspS-H40/1,73,True,45.306,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes
NC_028819.1,Pseudoalteromonas phage H103,75,True,43.19,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_genus_1_of_novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes
MK387309.1,Pseudoalteromonas phage C7,73,True,42.261,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_genus_2_of_novel_subfamily_1_of_novel_family_3_of_novel_order_23_of_Caudoviricetes
KC542353.1,Pseudoalteromonas phage TW1,62,True,39.94,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_2_of_novel_family_3_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_2_of_novel_family_3_of_novel_order_23_of_Caudoviricetes
NC_018269.1,Marinomonas phage P12026,54,True,31.766,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_4_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_4_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_4_of_novel_order_23_of_Caudoviricetes
NC_029100.1,Pseudoalteromonas phage Pq0,56,True,33.399,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_4_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_1_of_novel_family_4_of_novel_order_23_of_Caudoviricetes,,novel_genus_1_of_novel_subfamily_1_of_novel_family_4_of_novel_order_23_of_Caudoviricetes
NC_025439.1,Idiomarinaceae phage 1N2-2,56,True,34.773,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_5_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_5_of_novel_order_23_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_5_of_novel_order_23_of_Caudoviricetes
NC_025471.1,Idiomarinaceae phage Phi1M2-2,65,True,36.844,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_23_of_Caudoviricetes,,novel_family_5_of_novel_order_23_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_5_of_novel_order_23_of_Caudoviricetes,,novel_genus_1_of_novel_subfamily_0_of_novel_family_5_of_novel_order_23_of_Caudoviricetes
NC_020850.1,Vibrio phage VBM1,56,True,38.374,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_24_of_Caudoviricetes,,novel_family_0_of_novel_order_24_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_24_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_24_of_Caudoviricetes
NC_005856.1,Escherichia phage P1,110,True,94.8,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,Punavirus,Punavirus
NC_031129.1,Salmonella phage SJ46,122,True,103.445,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,Punavirus,Punavirus
NC_042128.1,Escherichia phage RCS47,124,True,115.154,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,Punavirus,Punavirus
NC_050152.1,Enterobacteria phage P7,113,True,101.66,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,Punavirus,Punavirus
NC_050153.1,Escherichia phage vB_EcoM-Ro157c2YLVW,86,True,80.732,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,Punavirus,Punavirus
NC_050154.1,Escherichia phage D6,118,True,91.159,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_25_of_Caudoviricetes,,novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_25_of_Caudoviricetes
NC_054146.1,Ralstonia phage phiRSP,24,True,44.526,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Coatlandelriovirus,Coatlandelriovirus
NC_055835.1,Xanthomonas phage FoX1,80,True,44.763,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Foxunavirus,Foxunavirus
NC_055836.1,Xanthomonas phage FoX2,81,True,44.086,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Foxunavirus,Foxunavirus
NC_055837.1,Xanthomonas phage FoX3,78,True,44.153,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Foxunavirus,Foxunavirus
NC_055838.1,Xanthomonas phage FoX5,80,True,43.872,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Foxunavirus,Foxunavirus
NC_054149.1,Pseudomonas phage Persinger,63,True,44.033,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Harrisonburgvirus,Harrisonburgvirus
NC_023006.1,Pseudomonas phage PPpW-3,66,True,43.564,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Hiroshimavirus,Hiroshimavirus
NC_025430.1,Escherichia phage vB_EcoM-ep3,51,True,42.351,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,Iiscvirinae,Iiscvirinae,Jilinvirus,Jilinvirus
NC_027995.1,Escherichia phage vB_EcoM_ECO1230-10,56,True,41.666,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,Iiscvirinae,Iiscvirinae,Jilinvirus,Jilinvirus
NC_031048.1,Enterobacter phage Arya,61,True,41.918,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,Iiscvirinae,Iiscvirinae,Jilinvirus,Jilinvirus
NC_041926.1,Escherichia phage vB_EcoM_ECOO78,56,True,41.289,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,Iiscvirinae,Iiscvirinae,Jilinvirus,Jilinvirus
NC_054147.1,Achromobacter phage Mano,64,True,42.452,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Manovirus,Manovirus
NC_054148.1,Burkholderia phage Mica,69,True,43.707,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,Iiscvirinae,Micavirus,Micavirus
NC_009542.2,Aeromonas phage phiO18P,45,True,33.985,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Bielevirus,Bielevirus
OP484843_Aeromonas_phage_A051,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_26_of_Caudoviricetes,,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,,Bielevirus
NC_049392.1,Escherichia phage ESSI2_ev239,37,True,29.203,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Evevirus,Evevirus
NC_001697.1,Haemophilus phage HP1,42,True,32.355,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Hpunavirus,Hpunavirus
NC_003315.1,Haemophilus phage HP2,37,True,31.508,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Hpunavirus,Hpunavirus
NC_049460.1,Salmonella phage SI7,39,True,30.164,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Irrigatiovirus,Irrigatiovirus
NC_008193.1,Pasteurella phage F108,44,True,30.505,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Irtavirus,Irtavirus
NC_047854.1,Cronobacter phage ESSI-2,43,True,28.765,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Seongnamvirus,Quadragintavirus|Seongnamvirus
NC_049393.1,Escherichia phage ESSI2_ev040,41,True,30.597,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Quadragintavirus,Quadragintavirus|Seongnamvirus
NC_049394.1,Escherichia phage ESSI2_ev129,42,True,30.927,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Quadragintavirus,Quadragintavirus|Seongnamvirus
NC_049395.1,Escherichia phage ESSI2_ev015,43,True,30.584,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Quadragintavirus,Quadragintavirus|Seongnamvirus
OM095401.1,Yersinia phage vB_YenM_324,39,True,29.18,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_0_of_Peduoviridae,Tresduoquattuorvirus,Tresduoquattuorvirus
NC_048066.1,Vibrio phage 1.202.O._10N.222.45.E8,42,True,32.014,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_1_of_Peduoviridae,Canoevirus,Canoevirus
NC_047790.1,Pseudoalteromonas phage C5a,46,True,35.209,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_1_of_Peduoviridae,Catalunyavirus,Catalunyavirus
NC_003313.1,Bacteriophage K139,44,True,33.106,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_1_of_Peduoviridae,Longwoodvirus,Longwoodvirus
NC_010275.2,Vibrio phage Kappa,45,True,33.507,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_1_of_Peduoviridae,Longwoodvirus,Longwoodvirus
NC_022747.1,Vibrio phage VPUSM 8,43,True,34.145,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_26_of_Caudoviricetes,Peduoviridae,Peduoviridae,,novel_subfamily_1_of_Peduoviridae,Longwoodvirus,Longwoodvirus
